,exp,learning_rate,seq_len,pred_len,loss_pred_len,width,hidden_units,include_affine,affine_in_first_layer,n_hidden_layers,n_integral_layers,use_revin,val_loss,val_loss_norm,train_loss,epoch,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,train_nmse,val_nmse,test_nmse,train_nmae,val_nmae,test_nmae
74,280,0.001,24,5,5,32,64,True,False,3,3,False,0.07626449316740036,0.015252898633480071,0.18366412818431854,2.0,984316.4521008331,612540.575540019,1166039.7737967295,810.1709758352727,609.6121470133463,968.3872182210285,0.03173305874044117,0.020189289341902394,0.04781688013605815,0.14780181826342242,0.1116744351058838,0.19770737248422224
75,242,0.005,24,12,12,5,64,True,False,3,3,False,0.18492954969406128,0.01541079580783844,0.48607830206553143,0.0,975329.8559228476,609118.6714187386,1060493.935251603,798.6740557351061,612.3338537094168,921.3058214364687,0.03144334278193617,0.02007650365036862,0.043488663531457264,0.1457044021057009,0.11217302270669963,0.18809516460289324
76,12,0.005,24,12,12,5,32,True,False,3,3,False,0.1905287355184555,0.01587739462653796,0.368730107943217,0.0,937360.832620921,552100.6648023581,752273.5600030781,741.9768886733292,612.54535703893,758.3949716697351,0.03021927175865331,0.01819719462294338,0.030849183241037248,0.13536097506121061,0.11221176785796035,0.15483504359910555
77,222,0.005,24,5,5,5,32,True,False,3,3,False,0.07730968296527863,0.015461936593055725,0.19943281511465707,0.0,1028987.8786310655,620851.2039423302,1118148.4964429846,831.9733020971852,616.0172112358941,947.8707095675999,0.033173206366824595,0.020463207002425328,0.045852957875216004,0.1517792792685649,0.11284777446989466,0.1935186916114297
78,8,0.001,24,12,12,32,32,True,False,3,3,False,0.1871686428785324,0.015597386906544367,0.41486655672391254,2.0,994209.7198140607,622988.7068621488,1096968.6454659626,812.7169758312549,618.6660779849333,937.5433108830234,0.032052004588403696,0.020533658931065867,0.04498441597962507,0.14826629235584085,0.11333301857029353,0.191410234560256
79,85,0.005,24,12,12,10,64,True,False,3,3,False,0.2017277330160141,0.016810644418001175,0.35991982618967694,0.0,917762.2897763503,543850.3958135559,682927.9704614597,721.388854128589,620.2878877714082,713.1952934929359,0.02958744069458195,0.01792526640395706,0.028005463997842806,0.1316050407819734,0.11363011680339323,0.14560701018300592
80,180,0.001,24,12,12,32,64,True,False,3,3,False,0.1886836439371109,0.015723636994759243,0.4242083430290222,1.0,995571.8651458088,627099.393720366,1092615.4792802602,812.4182518196277,620.8619193858285,935.631703172824,0.032095918349809516,0.02066914684760321,0.044805901635267584,0.14821179527634237,0.11373527326490301,0.19101995789148873
81,258,0.005,24,5,5,10,64,True,False,3,3,False,0.07945998944342136,0.015891997888684273,0.2055504471063614,0.0,1052079.2117265738,646797.0532540927,1200693.5534512994,848.5836836145279,625.331180826823,983.2883850097656,0.03391764036256949,0.021318380161386697,0.049237959987055414,0.15480955888057063,0.11455399423233911,0.20074961682338488
82,100,0.005,10,5,5,10,32,True,False,3,3,False,0.1999964714050293,0.03999929428100586,0.5009392723441124,1.0,910813.7575487033,681622.1007665657,1359138.8593969462,823.5935005229678,638.1741868760852,1045.0505428738063,0.025563352359856493,0.022466210996845988,0.055735474371024274,0.140468336949811,0.11690669578633456,0.21335907068698198
83,177,0.005,10,5,5,10,32,True,False,3,3,False,0.1999964714050293,0.03999929428100586,0.5009392723441124,1.0,910813.7575487033,681622.1007665657,1359138.8593969462,823.5935005229678,638.1741868760852,1045.0505428738063,0.025563352359856493,0.022466210996845988,0.055735474371024274,0.140468336949811,0.11690669578633456,0.21335907068698198
